Yes,but I was overcharged for Internet service.	Sorry about that.
I was sold a wireless service unavailable in my area.	I see it here,we charged you $5 extra a month.
How may I help you?	My computer is not letting me run JavaScript.
That can easily be fixed.	I've tried fixing it myself, but nothing worked.
Hello? I'd like to schedule an appointment.	Hello!What time would you like to come in?
Can I have your name?	My name is Sarah.
Alright,thank you!	See you soon!
I don't have any clean laundry for tomorrow!	Well,you should do your laundry then.
Do you have any quarters?	Yes.I have enough for the washer and dryer.
Alright then,let us get going.	This is going to take forever.
How long should I put them in for?	Put them on low heat for thirty minutes.
Why low heat?	If the air is too hot,the clothes will shrink.
Does warm water make them fade?	Yes.Put the detergent here,and don't use bleach.
Excuse me,Can I borrow your fabric softener?	Of course,take as much as you need.
Thank you.You're very kind.	Itis no problem at all.
I love the subtle smell of this brand	Me too,It is not overpowering or strong.
Hello, is this the Smith residence?	Sarah! Hurry up and get out of bed!
Why I do it every morning?	If you don't get out of bed, you'll get to school late.
How is it not so bad?	Sleep is good for growing children.
Hello,is this Mr. Smith? I'm Mrs. Jones.	Hello,Mrs.Jones.Did you get my message?
What is the purpose of this meeting exactly?	I just wanted to let you know that James is doing very well.
What about history?	Only the parts about Woodstock.
Hello,is this the Smith residence?	Children,it is time to go to bed!
But we're not sleepy yet!	If you get into bed right now, I'll read you a fairytale.
Why do we hear fairytales before bed?	So that the magic from stories can grow while you're sleeping.
Hello,is this the Smith residence?	David!Clean your room.It is filthy!
Have you no shame?	What should I be ashamed of?
There are clothes all over the ground!	It is just easier to leave them there.
I think these puppies are hungry!	They've done nothing but play all day.
Do you think they're old enough to eat kibble?	They're six weeks old; I think they're old enough.
Look!They're digging right in!	Now they're settling for a nap.
Between keeping them from chewing things and cleaning, they're a hassle.	Yeah,they are.But look how cute they are while asleep!
Suddenly,I don't mind the chores so much.	Yeah, neither do I.
These puppies are truly worth it.	I wouldn't lose a single minute with them
Hello,is this the Smith residence?	yes
What is for dinner?	I should be asking you that.
Why do you say that?	You're old enough to cook dinner.
Are you saying itis my turn now?	Actually, thatis exactly what I'm saying.
What would you like to eat,then?	I'm craving some spaghetti,bread and even a salad.
Can you even cook?	Of course I can cook!I choose not to.
Hello, how are you doing?	I am doing quite well,how are you?
I've been better,I'm completely swamped with work.	I know the feeling
How are the kids?	They are good.The oldest is about to graduate from high school.
You're kidding me!Thatis great, man.	The youngest is about to start middle school soon.
My son is about to start middle school as well.	Hey, maybe they will be classmates.
Good morning.How are you today?	I'm fantastic.How about yourself?
That is great! I'm good,but I feel a little sick.	That is not good.I heard there is a flu going around.
Well,I have to be sure to take good care of myself.	Sucks that you aren't feeling well,it is a nice day.
The sunshine makes me want to go to the beach.	That is a great idea,but I think you'll get sicker if you go.
can we go some other time?	For sure
Sounds like a plan.I'll talk to you later.	Cool,see you later.
Everything is going wrong today.	Well,at least the weather is nice.
Yeah,I love when the sun is shining, but itis not too hot.	I do,too. 
This weather is pretty sweet.	I guess everything will be okay in the end.
So all you needed was some sunshine.	Yeah,I guess you were right for once.
Hey I'm always right	Quick! Get in here and wait out the storm!
Oh,my word	It is raining cats and dogs out there.
More like lions and wolves	I was watching the news.
What did they say?	This is going to be one heck of a storm.
Should we be worried?	I don't think so.
True,Well,thank you for saving me from this storm.	No problem.I'm making some tea
would you like some?	Please,Something warm would be great at the moment!
Heard itis supposed to rain.	Where did you hear that from?
The weatherman said there is a high probability of rain.	Since when have you started watching the news?
I've always watched the news.	What else did they say about the weekend?
I think they said it was going to rain throughout the weekend.	Throughout the weekend? 
Don't pull my chain.	I'm not.
Okay,suit yourself	I won't. 
I'd rather get wet than listen to you.	Why don't you ever answer your phone?
I'm usually busy.Whatis up?	I wanted to see if you were down to kick it.
Where do you want to go?	Let us go for a drink at the bar where we went last week.
Okay,but I only have enough for three beers.	It is fine.I'll pay for the rest
I paid for you last time.You owe me!	Well, then we can call it even.
Where should we meet?	How about at the train station by the bar?
Sounds good.I'll see you in an hour.	Great.See you then,later
I forgot to tell you,I'm going out with Sarah.	Which one is Sarah? 
You date so many girls that I get confused.	First off,I don't date.
So,which one is she?	Which girl?
The cute one.You know the one with the tattoo up her thigh?	I think I would have noticed that.
She is the only one with blonde hair.	Well.
I know you check her out,I assumed you saw the tattoo.	I'm not that big of a pervert.
I have a new co-worker at work,She is pretty.	Oh,yeah? 
Is she prettier than your ex-girlfriend?	Yeah,she is. 
Sheis tall,thin,and wears glasses.	What is it with you and girls with glasses?
You know what?I don't know.	Well,tell me about her.
She likes music.She is always wearing band t-shirts.	Really? Are they any bands you like?
Yeah,actually a lot of them are.	How does she act? 
Is she nice?	She is. 
I dropped my wallet,and didn't notice,She took it to me.	Well,ask her out tomorrow,or somebody will.
I heard that your brother is in the hospital.	Yeah,He is been there since last week.
What happened?	Is he alright?
The doctors told you he would be alright?	Yes,but they need to keep him for further tests.
Really lucky.Did anyone else get injured?	His girlfriend broke her arm,but that is all.
Oh,thatis not good.Is she at the hospital?	Yes,she is taking care of my brother.
C'mon,guess what?	I don't know, chicken butt?
Stop playing games.I got the part in the school play!	Really? Thatis great!
All this practice is finally paying off.	Yes,it is.I can't believe it!
Same here.I'm going to be the main character!	I'm so proud of you.I can't wait to see the play.
It is going to be a lot of hard work,but I'm glad I got the part.	When does the play open?
It opens in three weeks.	Great.Get me a ticket.I want to be sitting in the front row.
That is an awesome shirt.	Thank you.It is so nice of you to say.
Where did you get it?	I got it at a store at the mall.
Did it cost a lot?	Things are usually overpriced there.
Actually,it was quite cheap.I got it for $15.99.	That is pretty cheap. 
Do they have it in other colors?	Yes,sure.
Would you want to come with me?	We can go after school,if you want?
Do you want to do something?	What did you have in mind?
Do you want to go drink?	No,I have work tomorrow,and I don't want to be hung over.
You don't have to get wasted.	I know you.You won't shut your mouth until I get wasted.
I'm down to go to the record store.	I haven't been there in a while.
Well,what do you want to do?	Let us go to the movies instead?
What is your favorite movie?	The Grand Budapest Hotel.Why do you ask?
I was wondering what types of movies you liked.	Well, that is my favorite movie, but I like all sorts of movies.
How many times would you say you have seen it?	Too many to say.I watch it at least twice a month.
Really,you like it that much?	It is a really good movie.You should watch it.
Could I borrow it?I don't have money to buy it.	Yes,I could lend you the movie,but be careful with it.
I don't know which class to register for.	You should pick the class you need.
I know I need a science class.	I would take biology with Mr. Green.
Its a challenging yet fun class.	I don't like challenges.
Why are you in college then?	My mom forced me to enroll.
You should go to a vocational school instead.	I don't think you understand.
Okay, fine.I recommend Earth Science 125 with Mr. Anderson.	Thanks for the recommendation!
I am so upset.	Oh,no.Talk to me about it.
I can't register for a class I really need.	Is it full?
I have a hold on my record, because my library books were overdue.	Can't you just pay the overdue fees?
I can't afford it.I'm totally broke.	How much do you need?
I need $50.	Wow, you must have kept those books long past the due date.
Yes,I know I am horrible.	I'll lend you the money.
Hi,I'm James.What is your name?	Hi James. My name is Lisa.
I'm taking this class because it seems interesting.Why are you?	I'm taking this class because it is a requirement.
We should get to know each other.	I don't think so.I like keeping to myself.
So you don't like meeting new students?	Nope,I would rather just be alone.
That is so sad!It is not.	It is really peaceful and self-empowering.
Can we at least study together?	Nope,we can't do that.
It takes me hours to find my classroom.	I might be able to help you.
Really?That would be great!	What is your classroom number?
My classroom number is A21.	So the A is the building type.
Okay,but I don't know where that is.	Do you know where the gym is?
Yeah,I do.	Okay,your classroom is behind the gym.
That is really helpful!Thank you.	No problem,and the 21 means it is upstairs
I can't spend anymore money after I buy my English textbook.	How much is your English textbook?
It is $198.I'm not kidding.	That is ridiculously expensive!What is the title of the textbook?
It is called How to Write Well.	Dude, someone is selling that book for $30.
No way.What edition is it?	I think it was the 10th edition.
Oh,no wonder he or she is selling it for only $30.	What edition do you need?
I need the 21st edition.	The publisher seems to be really making money,considering the number of editions.
I hate Professor Hernandez!	Me too! He keeps calling me stupid!
You think that is bad? He gave me an F,because I double spaced my essay!	But every professor wants essays double spaced.He is crazy!
Professor Hernandez is weird.He wants essays triple spaced.	That is just a waste of paper.Why does he like triple spacing?
He says it is because he has to make a lot of corrections,because we're stupid.	We should start a petition, and get him fired!
We should,but he can find out.	I know.If he found out,he would ruin everyone is life.
He is so evil.	That is why this petition has to work
Hey,Professor Hill.	What is it?
I've been having trouble with derivatives.	That is not good.There is a test on derivatives next week.
Can I make an appointment with you for some help?	I'm a busy man.
You didn't even check your schedule yet!	I know I'm busy,because many people already made appointments.
So I'm hopeless?	Of course not!There is the tutoring center.
But the tutors are not professors.They're just students.	They might surprise you
May I turn in my homework tomorrow?	It is due today.
I know,but I don't have it right now.	How come?
No!I left it at home.	I can't take your word for it.
Why not?I'm an A+ student.	How do I know if you even did the homework?
I'll ask my mom to take a picture of it and send it to me.	That is fair enough.
Thanks,Also,you should try trusting students more. We're not all that bad.	I'll try,but I can't promise anything.
I have to tell you something.	What is it?
You graded my test incorrectly.I got this wrong,but you didn't mark it.	Wow!I have never met a more honest student.
I just felt wrong.	Just keep the score you have.
Really?That is awesome.	Yes,I have to ask,why did you decide to tell me?
I'm really bad at lying.	That is a good thing!Your honesty is praiseworthy.
Thanks,Want to give me extra credit?	Don't push it.
Can I borrow your class notes from yesterday is lecture?	You're so lazy.
What are you talking about? I was sick yesterday.	I don't care.
You're so mean!	I can't let anyone borrow my class notes.
Why not?They're just notes.	I let a classmate borrow my notes once,and she sold copies to people.
That is crazy,For how much?	She sold each class note set for $5.
Don't worry,I promise not to sell your notes.	I can't take your word for it
I think your grading policy is unfair.	I beg your pardon?!
Why is a 90% a B?	I'm trying to challenge you guys.
That is not a challenge,that is a punishment.	I've had this policy since I started teaching.
It is time for a change.	I'm not changing my policy because you don't like it.
Put yourself in my shoes.	I have been a student once,and I think my policy is fair.
I'm going to drop your class	Go ahead!Less for me to grade!
I have a 89.5%.	Okay,so what?
It is really close to an A.	You know I don't round up.
But I really need a 4.0 GPA.	You get what you deserve.
I know I deserve an A,I always do great work and participate.	I can't change it.
Please? I'll wash your car.	Are you bribing me?
I just want an A.	I'll give you a C if you don't leave now.
Why were you absent yesterday?	Why do you care?
You should be thankful I care so much about your education.	The truth is,I didn't hear the alarm clock.
You missed out on a very important lecture.	It happens. I'll just ask my friend what was on the lecture.
Is she a good note taker?	I don't know.I guess?
If you were in class,you wouldn't have to rely on anyone is notes.	I can't change the past.
I know,Anyways,you should increase the volume on your alarm clock.	I suppose I could do that.
I have to leave class early tomorrow.	I don't like that.Just don't come to class.
Don't be like that,Professor I have to attend my moms funeral.	I'm sorry for your loss.
It is okay.I'm going to miss her.	I lost my mom when I was in college, too.
Saddest thing ever,right?	Yes.You know what?Take a week off school.
I can't do that.I have too many responsibilities.	Take my advice.
I'll think about it.	If you ever need to talk,my door is open.
I would like to see my counselor now.	Sorry,she doesn't have any time today.
Are you serious?	Yes,I am,Please make an appointment for next week.
I really need to see her.	I'm sorry,but you really can't.
I swear,I will bang on her door and scream.	Don't make a scene.
If you don't want me to make a scene,tell the counselor I'm here.	Fine!You can only talk to her for five minutes,though.
That is all I need.	Next time,you'd better make an appointment.
I'm glad you came to talk to me today.	You kind of forced me to.
That is because I'm worried.	What are you worried about?
You withdrew from 4 of your 5 classes last semester.	I was doing poorly!
And why was that exactly?	It was just too hard.
You're really behind now.You might have to spend 6 years here.	Can't I just take summer classes?
Yes,but you don't want to stress yourself out.	I don't really have a choice.
I'm thinking of adding another class.	Another one?You already have 7 classes.
I know,but I really want to add Psychology 101,It seems interesting.	You're going to be so stressed out.
I think I can handle 8 classes.	Seriously?You're going to be constantly in class or studying.
I know,but it is worth it.	Tell me that when I'm partying and you're not.
How many classes are you taking?Two?	Haha!You're funny.I'm taking three.
That is so little.Don't you feel like an underachiever?	Remind me again why we're friends.
Want to go to the writing workshop with me today?	Nah man,my writing skills is tight.
You mean "are" instead of "is,"right?	Yeah,of course!
You should come with me.Our college has great workshops.	I don't want to look stupid.
You won't.You look stupid using incorrect grammar.	Fine.How long is the workshop?
It is about an hour.	I don't think my attention span is more than 5 minutes.
Don't worry,I'll pinch you to wake you up.	That is a clever idea.
I'm planning to study abroad this summer.	Cool!Where are you going?
I'm going to Italy.	What are you doing there?
I'm taking a cooking class.	That sounds interesting.
I'm excited to learn in a totally new environment.	Italy seems beautiful.
It is beautiful in the pictures I've seen.	Take a lot when you're there.
I will,and I'll study hard, too.	Also,learn some Italian while you're there.
I hope I can find a job after graduation.	What is your major?
My major is geology.	Geology majors aren't very high in demand,but you'll do fine.
What makes you say that?	You're smart and likeable.Don't worry.
Thanks,but I'm still scared.	Oh,hey!You should go to the job fair.
We have that here?	Yes.Take advantage of it.
Have you ever been there?	Yes,and it is really helpful.Dress nicely!
I am so sick of dining hall food.	Me too!It is so unhealthy.
We should go to a restaurant nearby.	Want to go to Health Nut?
What a funny name!	I like it!
Do they sell nuts?	I'm not sure.Anyways,I want to try their organic tofu.
I'm allergic to tofu.	That is okay!They serve a wide variety of food.
Great!I'm just glad we're not eating dining hall food.	Me too.Let us go!
Why are you taking so long?Is something wrong?	Sorry,my bag of chips got stuck.
Vending machines suck,huh?	They're the worst,but the food is great.
It might come out if someone buys an item from the same column yours is on.	Can you be that someone?
Sure,why not?I could use some chips.	Thanks!Hey,what is your name?
My name is Charlie.	Nice to meet you,Charlie.
What is your name?	Hater of Vending Machines.
I would like to purchase the book for Sociology	May I see your student ID?
I didn't know we needed it.	Please go get your ID,and get in line again.
But I waited in line for two hours!	I'm sorry,but you need a student ID to purchase textbooks here.
Are there any other options?	Show me proof that you're a student at this college,and you'll be good.
I have my report card.Here it is.	This will do.Nice grades by the way.
Thanks!I worked very hard for them.	Good luck with this semester.
Wow!Your books are over the due date by one month.	It would have been longer if there wasn't a hold on my record.
What kind of hold is on your record?	A hold that won't let me go to the college football game.
Oh,that is tough.	Yeah.My girlfriend is actually a cheerleader and so I have to go.
You're not going to like what I'm going to say.	What is it?
I can't remove the hold even if you pay the overdue fee.	Is it a technical error?
I don't know!I just can't remove it!	If my girlfriend breaks up with me,I'm blaming you
What do you plan to do after you graduate from here?	I'm planning to go to medical school,You?
I'm planning to teach English in underprivileged countries.	That is really kind of you.
Thanks,The first country I'm teaching in is Kenya.	While you're at Kenya,I'll be studying for medical school.
What kind of doctor do you want to be?	I want to be a pediatrician.
Because you like kids?	I don't really have a good reason.I just think I'll be good at it.
You should do what you love,not necessarily what you're good at.	That is very cheesy advice.
The parking permit is $200 per semester,right?	It is actually $300.
Why?!That is ridiculous.	It is because of the budget cuts.
That is a terrible excuse.	It is the truth.
Give me something better than that.	Miss,if you don't want to pay,then don't.
This is so stressful.	I advise writing a letter to the dean.
I bet he'll just throw it away.	You would be surprised.
Do you have a car on campus?	No,because it is hard to find parking here.
How do you get to places then?	I walk or take the bus.
That is crazy!I could never do that.	You should.It is great for the environment.
That is true.What do you do for fun then?	There is a lot of stuff to do around campus.
I never realized.	You should do some exploring.
You convinced me.I won't bring my car this semester.	We can walk to places together now!
You know you can't park here,right?	Listen,I had to talk to my friend really quickly and there was no parking spaces.
I'm going to have to give you a ticket.	I'm a broke college student.
And I'm a broke police officer.Deal with it.	Can't you just let me off with a warning?
No way.I have to be firm with you.	I'll buy you a box of donuts.
You have got to be kidding me.	I thought all cops liked donuts.
That is a stereotype.You should really learn to be quiet.	I'll stay quiet if you let me off with a warning.
I'm thinking of joining a sports club on campus.	You should!It takes away the stress of studying.
What sport do you play?	I actually play on our university is baseball team.
That is cool!You must be really good.	Yeah,I have a baseball scholarship.
No wonder you're in such great shape!	You'll be in great shape too after joining a sports club.
I'm thinking of joining the tennis club.	I wouldn't if I were you.The members don't even play tennis.
What do they do then?	They just talk about tennis.They never even touched a racket,though.
College is so boring.All I do is go to class.	You should join some clubs.
Are you a part of any clubs?	Yes!I am currently in the Animal Lovers Club and the Knitting Club.
What do you do in the Animal Lovers Club?	We do a lot of things!Last week,we walked dogs.
That sounds fun,What is the wildest animal you ever interacted with?	I touched a dodo bird a couple weeks ago.
Dodo birds are extinct.	I'm just messing with you!
You're silly!Okay,I'll join the Animal Lovers Club.	Great!We always welcome new members.
I have to go to bed early.	Why?The night is still young!
I have a class at 7 a.m.	That is tough!My earliest class is at 9 a.m.
That sounds amazing to me.	How do you stay awake in that class?
Before I go to class,I drink four cups of coffee and take a cold shower.	Interesting routine.Does it work?
Kind of.It is better than not doing it at all.	Why are you taking that class?
It is only offered once a year,so I have to take it now.	I hope the class is interesting,at least.
I hate my roommate.	I'm sorry to hear that.What is wrong with her?
A lot of things.First of all,she snores so loudly!	That is not really her fault.What else?
She never takes a shower.	That is disgusting!You should tell her to take a shower.
I did!She got mad at me and then proceeded to slap me.	Ouch!Did you try to get a new roommate?
I tried,but I could not.No one was willing to switch.	I guess you can get a new room by yourself.
Are you okay?You look really sad.	I'm homesick,I feel so out of place here.
But this college is so awesome?	I know,but I really miss home.
How far do you live?	Far.Let is just say I need an airplane to get there.
It is almost winter break.Hang in there?	I don't think I can handle it anymore.
Don't you want to stop feeling sad?	Okay,I'll call them now.
could I change my major from biology to political science?	Those majors are very different from each other.
can't I see myself studying it anymore?	You can change it,but you'll have to take more classes.
I don't mind.Political science is really interesting to me.	You would be graduating a year late?
Oh,no.I have to think a little more about this then.	I think you should change it,since you hate biology.
Are you making the right choice?	I have decided to drop out of college.
Are you making the worst decision of your life?	I just don't get the point of college.It is just memorizing.
What are you going to do then?	I'm going to get a job!
As what?A burger flipper?	Don't be mean.I'm going to be rich and successful when I'm older.
is it almost impossible to be rich and successful without a college degree?	Look at Steve Jobs!He dropped out of college.
is he a rare case?	Watch me prove you wrong.
What is that exactly?	It is an expression to refer to the observation that many college freshmen gain weight.
Do I have time?	You just have to make time.
Did you gain any weight?	Yeah,I just wear big clothes to hide my fat.
Hi,I'm here to apply for a library card.	Is this your first time applying for one?
It is my first time applying for a card here.	Do you have cards with any other libraries?
Yes,I have one with my college and one with my local library.	What college do you go to?
What do you like about it?	I like the foreign language books.That is rare for any library.
Yes,it is!We get people all over the world because of that section.	I really need a book,but I didn't see it on the shelf. 
So someone else has the book and plans on checking it out?	Either that or someone took it out of the shelf and misplaced it.
I really need that book.	You're going to have to look everywhere for it.
Can't you just make an announcement asking whoever has the book to come forward?	You are not that special.
can you help me find a book on tigers?	Yes,of course. 
Is it for a school project?	Yes,I'm doing an essay on the life of a tiger.
You're going to want one with a lot of words and less pictures	yes,ofcourse.
Fine,I admit you're right.	You can borrow the book with pictures for your own pleasure
Great!You're so helpful.	It is my job to be helpful.
I would like to reserve The Hunger Games. 	Everyone wants to reserve that book these days.
It is really popular,because the movie just came out.	You have to pay $1 to reserve the book.
What?!That is ridiculous.	Like you said,it is popular.
How much is the book?	On the back,it says it is $15,It depends on the bookstore you go to though.
Fine,I'll give you a $1.	You won't regret it!The book is really good.
I'm sorry,but you can't borrow this book.	What do you mean?
You have not paid your late fees for your overdue books.	I never had any overdue books!
The computer doesn't lie.	What books do I have late fees for?
They're all math books,and according to the system, you still have them.	Oh yeah,I do!I totally forgot about them and left them on my bed.
Once you return them and pay the fee,you can borrow books again.	But I really need to borrow those books now.
I can put them on hold for you.	Yes!You are the best.
I'm so frustrated,I can't find any books on my research topic at my library.	Why don't you try a different library?
I don't want to waste gas money.	But you might find your book.
What library do you suggest?	I suggest the one near my house.
That is way too far for me.	They have a lot of books.That library has never disappointed me.
Why don't you borrow them for me?	I don't know about that. 
What if you lose the books?	I won't.I swear on my life.
Wow,you're so serious.	This is a great book you're checking out.
You have read it?	Read it?I memorized it!It is one of my favorites.
can I check out more than one?	Of course!It would be crazy if you could only get one book.
That is awesome!I'll be back.	Don't go crazy now.The limit is 15 books.
Don't worry.I'll probably come back with 5 more books.	It is great to see a kid excited about reading.
Would you like to check it out?	Yes,I'd like to check it out.
Interesting magazine choice,Reading about celebrities is not really smart of you.	Don't judge me,I can't read educational stuff all the time.
I do!I read Time and National Geographic.	Everyone is taste is different.
How long do you want to check that video out for?	One week would be nice.
That will be $5.	What?!I thought I could check out videos for free.
You can check out educational videos for free.	This is bogus.
It is still not a bad price.	Okay,what if I only borrow it for a day?
It will be $2.	Okay,here is $2. 
So much for a library that services the public.	I hope you enjoy the movie.
For 2 bucks,I'd better love the movie	There is a huge rip here.
Did you put the tape there?	No,it was there before.
I know you're lying to me.	If you know,then why did you ask if I put the tape on?
I wanted to see if you were a liar or not.	How did you know I'm lying?
Before you check out the book,the librarian checks it for damage.	Wow,you guys think of everything.
Are you kidding me?	No,I am not kidding you.
Are you looking for something?	I'm researching for my project.
Can you come back tomorrow?Your daily computer limit time is up.	I don't have a computer at home.
My project is due very soon.I need to research.	How about books?This is a library after all.
I'll help you.	Thank you.I appreciate it
How much do I need to insert here to make one copy?	It depends. 
Do you want your copy in color or black and white?	I want it in color.
Then it will be 20 cents per page.	That is kind of expensive.
Yeah,but most of us don't have a copy machine of our own.	I have one, but it is broken.
Do you really not have 20 cents?	I do,but I'm really cheap.
Well,you don't really have a choice at this point	Why is the printer line so long?
What do you have to print?	I have to print some notes.
Good luck,You'll be waiting here for a long time.	I bet the ink and paper will go out.
Do you have a restroom?	Only for employees.
But I really need to go.	I can't let you go.There is a restroom in the market across from us though.
That restroom is really dirty.It smells like someone died in there.	Fine,I'll take you to our restroom.
Yay!Thank you so much.	We have to go secretly.If anyone sees you use the restroom,I'll be fired.
Don't worry.I will be small and quiet as a mouse.	Okay,good.The password is 595.Go quickly before anyone sees you.
Thank you for your kindness.	You owe me if we ever see each other again.
What is so good about volunteering there?	It is fun,and you feel good about yourself.
What do you do there?	Everyone does different things,I organize events.
What kind of events?	Movies,art and crafts,magic shows and more.
That does sound fun!	Do you want to sign up?
Yeah,how do I sign up?	I'll get you an application.
I can't study at home,because my family talks so loudly.	Study at the library.
Can you focus in there?	Yes,it is always really quiet.
I'll go today.	Make sure you get a good seat.
Are there not enough seats for everyone?	It depends on when you go.
I'm going at 1:00 a.m.	Dude,it is not even open that late.
But that is the best time for me.	You can always try a cafe.They tend to close late or not at all.
What does that mean?	It means you can only read it in the library.
But I need it for my essay.	You can take pictures of the pages you need.
I need almost all of them.	You can keep coming back here.
That is so inconvenient.	It is,but they have to be kept here.
I guess I can take pictures of the pages then.	Sorry about the inconvenience.
It is okay,It is not your fault.	Ew!Look what I found in this book.
What is that?	It is a dead bug.
It is all squished and messy.	I can't read this book without being disgusted.
But don't you really want to check out this book?	I do,but I really can't.
I'll check it out then.	You can read it without being disgusted?
Yeah, I'll just skip that page.	There could be something really interesting on it.
Whatever!I'm just going to check out the book.	I'm applying to transfer out of this college.
I'm going to miss you. 	Me too.I'll text you every so often.
Why do you want to transfer?	I don't think here it is challenging enough for me.
You can join the honors program!	I did,and it wasn't challenging either.
Alright then,When are you going to start applying?	Next month.I'm already looking at the essay prompts.
Are they challenging?	Yes,but they're kind of fun!
I hope you get into wherever you want to go.	I don't know what university to transfer to.
There is a lot,so it is all about picking what suits your needs.	For starters,I would like a university in a safe area.
Okay,what else are you thinking about?	I want to live close to home.
I think UC Irvine would be good.	I don't think that is good for my major.
What is your major?	I'm majoring in philosophy.
Yeah,you're right.UCI is not good for philosophy.	I also want to go to a college that will increase my job opportunities.
What classes should I take to transfer?	You need a little bit of everything.
What do you mean?	You need to take at least one class in every subject.
Do I need to take a math class?	Even if your major is Portuguese,you have to take a math class.
That is so stupid.	It is just to make you more knowledgeable.
But I don't even need it!	It is been like this for ages.
Well,the policy should be changed.	It won't.So in the meantime,you should register for a math class.
Why are you taking this class?	I need it to transfer knowledge to others.
Me too!I would never take Speech 101 if I didn't need it.	Yeah,I hate public speaking.
Me too!I get so nervous.	I just want this class to be over with.
It is going to be a long semester.	Maybe after this class,we'll love public speaking.
I doubt it!	I don't even know why we have to take this class to transfer.
I guess it is to make us better speakers.	It'll all be worth it when we transfer.
You only need three more classes and you'll be ready to transfer	yes, you are correct.
Which classes do I need?	You need a history class,a physical science class,foreign language class.
Which history class should I take?	The one you're most interested in.
What are you doing?	I'm filling out my college application.
Do you need any help? 	Yes,I do need help. 
Should I put my ethnicity?	It won't be used for or against you.It is really up to you.
should I put all of my extracurriculars?	Put the ones that you were heavily involved in.
should I put anything in the "additional information" section?	If you feel like you need to say something that you didn't mention before,then yes.
Can I say I got an A when I really just got a B? 	What Of course not!They will ask for your transcript.
How many universities are you applying to?	I'm applying to 12 universities.
Wow!That is a lot!	I just want a lot of options.
But it costs a lot of money and time!	I get fee waivers.
But how about the time?I mean, applying is a lot of work.	College applications ask similar questions.
Which ones are you applying to?	CSULA,UC Irvine,Yale.
Why?They're going to find out.	No,they're not!They're not going to check.
What does that mean?	The UCs will randomly select 10% of their applicants to provide proof of their extracurriculars. 
You may be chosen,Be careful. 	You're right.
But there is only one space left.	That is terrible
Beg the professor?	If I have to.
You should cry!That might work.	I'm planning to,I can cry on demand.
Maybe you should take a theater class instead.	I desperately need to take an English class this semester.
So does everyone else.	It is the only class I need before I transfer.
Maybe you can pay someone for their spot. 	I honestly would do that if someone was willing to give up their spot.
What happens if you can't get the class?	Then I need to stay at Pasadena City College longer.
That would stink.	I know,that is why I need that class.
You can try taking it at another college.	I might do that.The closest community college is a two-hour drive.
I'm praying you get the English class.	I want to transfer,but I don't know where to start.
What do you want to major in?	I want to major in biology.
What are those requirements exactly?	I'll give you a sheet listing all of them. 
What else do I have to do?	You should fulfill some,if not all,of your major requirements.
Okay,about when will I finish?	It really depends on how many classes you take and complete per semester.
What kind of favor?	Can you write a recommendation letter for me?
Why not?I was a good student.	Yes,you are a good student.
You read his recommendation letter?	Yeah.I couldn't resist.
What did he write?	Just that I'm a diligent student who does well.
When do you need another recommendation letter by?	I need one by this Friday.
What is that?	It is where a professional will give you tips and revise your personal statement.
That sounds helpful.	Yes,you are absolutely correct.
How was it?	The person leading the workshop was an English professor,so it was informative.
I'm kind of embarrassed to show my personal statement,though.	You shouldn't be.
What is wrong,why are you looking sad?	I was rejected from my dream school.
why would you want to go to a school that doesn't fit you?	When you say it like that,I understand you.
Yeah!Just focus on the schools that do want you.	You're right!Yale made a mistake rejecting me.
I have decided not to transfer.	Why not?You kept saying you wanted to.
I got accepted to all of the schools I applied to.	Congrats!You totally deserve it.
How many schools did you apply to?	I applied to six.
Is this your first time here?	It is my first day at this school.
Did you move in yet?	Yes,I have an apartment nearby.
What is your first class?	My very first class is human biology.
